--  Sample employee database ,,,,,,,,
--  See changelog table for details,,,,,,,,
"--  Copyright (C) 2007,2008, MySQL AB",,,,,,,,
--  ,,,,,,,,
--  Original data created by Fusheng Wang and Carlo Zaniolo,,,,,,,,
--  http://www.cs.aau.dk/TimeCenter/software.htm,,,,,,,,
--  http://www.cs.aau.dk/TimeCenter/Data/employeeTemporalDataSet.zip,,,,,,,,
-- ,,,,,,,,
--  Current schema by Giuseppe Maxia ,,,,,,,,
--  Data conversion from XML to relational by Patrick Crews,,,,,,,,
-- ,,,,,,,,
-- This work is licensed under the ,,,,,,,,
-- Creative Commons Attribution-Share Alike 3.0 Unported License. ,,,,,,,,
"-- To view a copy of this license, visit ",,,,,,,,
-- http://creativecommons.org/licenses/by-sa/3.0/ or send a letter to ,,,,,,,,
"-- Creative Commons, 171 Second Street, Suite 300, San Francisco, ",,,,,,,,
"-- California, 94105, USA.",,,,,,,,
-- ,,,,,,,,
--  DISCLAIMER,,,,,,,,
"--  To the best of our knowledge, this data is fabricated, and",,,,,,,,
--  it does not correspond to real people. ,,,,,,,,
--  Any similarity to existing people is purely coincidental.,,,,,,,,
--,,,,,,,,
emp_no,first_name,last_name,birth_date,gender,title,salary,latest_start_date,end_of_contract_date
10568,Gao,Poulakidas,02/12/1953,F,Staff,64356,06/07/2002,01/01/9999
10569,Sreenivas,Bashian,03/12/1962,M,Senior Staff,54732,09/03/2002,01/01/9999
10570,Alassane,Morrin,30/10/1958,M,Senior Staff,80145,13/06/1999,25/03/2000
10571,Fun,Varman,10/12/1963,M,Assistant Engineer,43658,20/02/2002,01/01/9999
10572,Cordelia,Axelband,10/10/1960,M,Engineer,40000,12/02/2002,01/01/9999
10573,Tetsushi,Speel,23/02/1964,F,Staff,87241,19/08/2001,01/01/9999
10574,Salvador,Olano,11/11/1960,F,Senior Staff,40000,14/11/2001,01/01/9999
10575,Theirry,Yeung,29/06/1954,M,Senior Engineer,40523,01/10/2000,22/11/2000
10576,Xiaoqiu,Krychniak,23/08/1957,M,Senior Staff,63861,31/12/2001,01/01/9999
10577,Ennio,Schmiedel,20/09/1957,M,Senior Staff,48286,30/06/2002,01/01/9999
10578,Shigeaki,Shanbhogue,18/07/1958,F,Senior Engineer,47301,21/11/2001,01/01/9999
10579,Aiman,Stentiford,17/07/1958,M,Senior Engineer,61438,30/05/2002,01/01/9999
10580,Christoper,Rehfuss,28/05/1956,M,Senior Staff,40000,27/02/2002,01/01/9999
10581,Odinaldo,Prochazka,20/11/1956,F,Engineer,46569,11/04/2002,01/01/9999
10582,Shmuel,Juneja,08/05/1960,M,Assistant Engineer,40973,04/11/2001,01/01/9999
10583,Prasadram,Stille,03/03/1964,F,Engineer,79782,11/02/1998,29/05/1998
10584,Mana,Papastamatiou,12/07/1961,M,Engineer,66898,13/02/2002,01/01/9999
10585,Sajjad,Willoner,10/11/1963,F,Senior Engineer,58389,06/01/2002,01/01/9999
10586,Kirk,Vuskovic,23/06/1954,M,Engineer,47541,01/02/2002,01/01/9999
10587,Behnaam,Srimani,04/03/1962,F,Engineer,81562,17/11/2001,01/01/9999
10588,Shigeo,Dulay,30/07/1956,F,Engineer,41478,22/07/2002,01/01/9999
10589,Subbu,Sanella,25/09/1958,M,Senior Staff,57215,24/01/2002,01/01/9999
10590,Yongqiao,Kalloufi,01/10/1963,M,Senior Staff,51930,04/04/2002,01/01/9999
10591,Hidde,Hettesheimer,22/12/1952,F,Staff,55131,17/06/1988,20/09/1988
10592,Almudena,Alvarado,01/08/1964,M,Staff,55997,25/09/2001,01/01/9999
10593,Falguni,Kenevan,24/07/1952,M,Engineer,71435,09/09/2001,01/01/9999
10594,Kiyokazu,Whitcomb,22/10/1960,M,Engineer,40000,30/03/2002,01/01/9999
10595,Giri,Undy,10/12/1964,M,Senior Engineer,40000,21/11/2001,01/01/9999
10596,Sanjit,Coors,24/01/1954,M,Senior Staff,58689,22/05/2002,01/01/9999
10597,Lucien,Schaad,07/05/1961,F,Senior Staff,64739,29/03/2002,01/01/9999
10598,Margo,Gronowski,10/11/1957,M,Senior Engineer,43329,21/06/2000,27/09/2000
10599,Seshu,Crelier,15/10/1956,F,Technique Leader,51952,14/11/2001,01/01/9999
10600,Emran,Rettelbach,17/08/1963,F,Senior Staff,53535,25/04/2002,01/01/9999
10601,Barton,Usdin,23/10/1959,M,Staff,40000,23/07/2001,09/05/2002
10602,Douadi,Wossner,27/11/1959,M,Staff,55058,22/04/1993,06/11/1993
10603,Wayne,Restivo,02/08/1955,M,Staff,101271,18/07/2002,01/01/9999
10604,Susanna,Brizzi,24/04/1957,M,Engineer,50849,03/04/2002,01/01/9999
10605,Moti,Wixon,21/05/1956,F,Engineer,43162,29/06/2002,01/01/9999
10606,Toshiki,Marakhovsky,04/03/1964,M,Engineer,40000,28/04/2002,01/01/9999
10607,Rosalyn,Hambrick,30/11/1964,F,Engineer,55024,11/01/2002,01/01/9999
10608,Adhemar,Talmor,11/07/1955,F,Senior Engineer,40000,24/05/1991,02/06/1991
10609,Janche,Zhang,02/10/1956,M,Assistant Engineer,80458,01/12/2001,01/01/9999
10610,Irena,Roccetti,24/06/1955,F,Engineer,49812,29/03/2002,01/01/9999
10611,Karsten,Blokdijk,11/05/1964,M,Senior Engineer,40000,13/09/2001,01/01/9999
10612,Gil,Peroz,01/01/1959,M,Assistant Engineer,40000,30/08/2001,01/01/9999
10613,Inderjeet,Jansen,04/11/1960,M,Staff,40000,12/10/2001,01/01/9999
10614,Gila,Ozeri,11/07/1953,F,Engineer,40000,28/02/2002,01/01/9999
10615,Keung,Delgrande,30/08/1955,M,Senior Staff,43533,09/03/2002,01/01/9999
10616,Tommaso,Marwedel,05/05/1958,F,Staff,87010,06/11/2001,01/01/9999
10617,Hidekazu,Angel,26/01/1955,F,Senior Staff,40000,27/10/2000,03/10/2001
10618,Ranga,Yeung,03/08/1963,F,Engineer,41127,05/10/2001,01/01/9999
10619,Vivian,Kusakabe,27/04/1961,M,Senior Staff,81662,06/04/2002,01/01/9999
10620,Marit,Veeraraghavan,23/11/1959,M,Assistant Engineer,48584,07/11/2001,01/01/9999
10621,Hinrich,Siepmann,03/02/1962,F,Engineer,68991,07/02/2002,01/01/9999
10622,Turgut,Narlikar,15/09/1959,M,Engineer,40000,12/05/2002,01/01/9999
10623,Aleksander,Danlos,11/07/1953,F,Engineer,60268,12/01/2002,01/01/9999
10624,Sham,Gyorkos,19/12/1955,F,Technique Leader,40000,04/05/2002,01/01/9999
10625,Leszek,Petereit,08/02/1958,F,Engineer,59732,13/07/1994,13/01/1995
10626,Danil,Deverell,26/06/1957,M,Staff,40000,02/12/2001,01/01/9999
10627,Shigeu,Itzfeldt,06/10/1962,M,Senior Staff,40000,11/03/2002,01/01/9999
10628,Krisda,Krogh,18/04/1954,M,Assistant Engineer,41650,10/03/2002,01/01/9999
10629,Lalit,Francisci,23/03/1954,F,Staff,87045,19/10/2001,07/12/2001
10630,Bezalel,Katzenelson,10/08/1954,F,Engineer,40000,12/01/2002,01/01/9999
10631,Inderjeet,Chaudhuri,17/05/1955,M,Engineer,40000,16/10/2001,01/01/9999
10632,Yoshimitsu,Velardi,05/04/1960,F,Technique Leader,81733,25/07/1987,20/11/1987
10633,Sorina,Herber,09/02/1957,M,Staff,81900,15/05/2002,01/01/9999
10634,Nahid,Chepyzhov,01/08/1954,M,Assistant Engineer,45179,08/11/2001,01/01/9999
10635,Toney,Angiulli,29/10/1960,F,Senior Engineer,40000,20/09/1999,20/12/1999
10636,Saeko,Porotnikoff,25/08/1955,F,Staff,40904,24/09/2001,01/01/9999
10637,Heejo,Frolund,11/07/1954,M,Senior Staff,103579,10/07/1999,19/01/2000
10638,Jenwei,Borovoy,04/11/1960,M,Senior Staff,41573,08/11/2001,01/01/9999
10639,Pramod,Erol,18/04/1953,M,Engineer,46291,23/10/2001,01/01/9999
10640,Anneke,Meszaros,09/11/1958,M,Senior Staff,65156,02/12/2001,01/01/9999
10641,Guozhong,Zucker,24/12/1953,M,Assistant Engineer,41785,19/03/2002,01/01/9999
10642,Hirochika,Narlikar,19/12/1955,M,Engineer,40000,04/10/2001,01/01/9999
10643,Slavian,Keirsey,25/07/1957,M,Engineer,46600,07/11/2001,01/01/9999
10644,Pranas,Benaini,22/02/1962,M,Senior Staff,75403,27/05/1995,25/08/1995
10645,Fumiyo,Esposito,01/03/1957,M,Engineer,40000,26/02/2002,01/01/9999
10646,Uri,Chorvat,24/11/1957,M,Senior Staff,51562,29/01/2002,01/01/9999
10647,Tesuro,Bahk,12/01/1960,M,Assistant Engineer,48302,02/09/2001,01/01/9999
10648,Marlo,Ratnaker,19/01/1962,F,Engineer,40000,12/02/2002,01/01/9999
10649,Vitali,Welham,25/03/1956,M,Senior Staff,40000,22/06/2002,01/01/9999
10650,Hongzhu,Chepyzhov,09/04/1959,M,Assistant Engineer,43591,02/10/2001,01/01/9999
10651,Zijian,Maginnis,31/12/1958,M,Senior Staff,42023,06/01/2002,01/01/9999
10652,Danai,Chachaty,25/04/1960,M,Staff,53160,12/02/1991,13/01/1992
10653,Otmar,Feinberg,16/06/1953,M,Senior Engineer,40000,26/04/2002,01/01/9999
10654,Nahla,Castellani,17/03/1960,F,Engineer,49062,22/03/2002,01/01/9999
10655,Remko,Dalton,02/02/1959,F,Senior Staff,82968,03/07/2002,01/01/9999
10656,Sanjay,Litzkow,18/06/1962,M,Engineer,40658,18/06/2002,01/01/9999
10657,Juichirou,Kitsuregawa,09/03/1958,M,Senior Staff,52462,24/03/2002,01/01/9999
10658,Junsik,Rijckaert,21/11/1956,F,Senior Staff,60978,27/04/2002,01/01/9999
10659,Dinah,Shackel,09/12/1956,F,Engineer,40000,30/05/2002,01/01/9999
10660,Jouko,Kolinko,03/01/1964,M,Senior Engineer,41814,12/08/1990,12/07/1991
10661,Ottavia,Giarratana,07/04/1956,F,Senior Staff,48179,08/01/2002,01/01/9999
10662,Arto,Serra,17/10/1959,F,Engineer,71708,16/12/2001,01/01/9999
10663,Teunis,Noriega,09/01/1965,M,Technique Leader,47521,21/01/2002,01/01/9999
10664,Xumin,Peck,02/06/1962,M,Engineer,48215,21/12/2001,01/01/9999
10665,Qingxiang,Snyers,28/07/1964,M,Engineer,40000,20/01/2000,13/07/2000
10666,Zhonghua,Reeker,03/10/1964,M,Senior Staff,78258,17/05/2002,01/01/9999
10667,Makato,Cusworth,05/08/1955,F,Senior Staff,40000,27/07/2002,01/01/9999
10668,Maren,Granlund,20/03/1959,F,Staff,65326,28/11/1998,03/09/1999
10669,Yurij,Iisaka,30/05/1956,F,Senior Staff,40000,16/11/2001,01/01/9999
10670,Shunichi,McAffer,23/04/1962,M,Senior Staff,74595,20/03/2002,01/01/9999
10671,Parviz,Rebaine,12/06/1953,M,Senior Staff,74037,12/09/2001,01/01/9999
10672,Bluma,Zeilberger,23/03/1954,M,Senior Engineer,64663,28/09/1995,19/04/1996
10673,Hyuckchul,Casperson,26/12/1959,M,Engineer,40000,28/07/1997,14/01/1998
10674,Abdelaziz,Bisiani,03/03/1961,M,Engineer,40000,16/03/2002,01/01/9999
10675,Ymte,Waschkowski,26/03/1960,F,Senior Staff,62205,31/01/2002,01/01/9999
10676,Valeri,Danley,26/08/1953,F,Engineer,58226,03/09/2001,01/01/9999
10677,Alejandra,Perng,20/02/1963,F,Engineer,56994,12/10/2001,01/01/9999
10678,Chriss,Gide,21/08/1958,F,Engineer,60389,29/07/2002,01/01/9999
10679,Neven,Brender,25/09/1956,M,Senior Staff,40000,10/05/2002,01/01/9999
10680,Kish,Honglei,11/10/1962,M,Senior Engineer,40000,20/11/1998,08/12/1998
10681,Florina,Garnier,25/12/1964,M,Staff,84136,30/09/2001,01/01/9999
10682,Bedir,Haumacher,04/07/1956,M,Senior Staff,40000,06/11/2001,01/01/9999
10683,Guiseppe,Stranks,18/06/1952,F,Senior Engineer,40000,22/06/2002,01/01/9999
10684,Aimee,Tokunaga,23/01/1956,F,Engineer,45861,27/10/2001,01/01/9999
10685,Zongyan,Cusworth,14/01/1959,M,Senior Staff,60601,27/12/1995,20/10/1996
10686,Avishai,Azadmanesh,25/05/1963,F,Senior Engineer,50869,13/05/2002,01/01/9999
10687,Leon,Kaiser,25/07/1961,F,Senior Staff,40000,10/03/2002,01/01/9999
10688,Xiaopeng,Lanphier,28/02/1964,F,Senior Staff,88410,09/04/2002,01/01/9999
10689,Satoru,Otillio,13/09/1958,M,Senior Staff,40000,02/08/2001,01/01/9999
10690,Matt,Jumpertz,06/09/1962,F,Engineer,72028,19/08/2001,01/01/9999
10691,Denny,Setia,18/11/1957,M,Technique Leader,46745,14/09/2001,01/01/9999
10692,Larisa,Bage,11/08/1960,M,Senior Staff,81380,20/03/2002,01/01/9999
10693,Berhard,Daescu,14/12/1953,F,Senior Staff,40000,04/01/2002,01/01/9999
10694,Rildo,Straney,16/12/1955,M,Senior Staff,53020,22/01/2001,11/07/2001
10695,Zorica,Acton,30/08/1962,M,Engineer,85720,18/05/2002,01/01/9999
10696,Unal,Fendler,23/03/1952,M,Technique Leader,68913,06/09/2001,01/01/9999
10697,Bluma,Hiltgen,09/04/1958,M,Staff,40000,28/08/2001,01/01/9999
10698,Barton,Engberts,13/09/1959,M,Senior Engineer,40000,06/12/2001,01/01/9999
10699,Hatim,Deverell,02/02/1964,M,Engineer,40000,13/11/2001,01/01/9999
10700,Angel,Mondadori,30/11/1962,M,Engineer,41400,13/04/2002,27/06/2002
10701,Hyuncheol,Zolotykh,30/09/1961,M,Senior Staff,74949,23/10/2001,01/01/9999
10702,Bader,Szemeredi,25/11/1952,M,Senior Engineer,46581,11/01/2002,01/01/9999
10703,Giri,Baumann,13/06/1958,F,Engineer,56724,11/05/2002,01/01/9999
10704,Yolla,Kropatsch,08/04/1960,M,Senior Staff,40000,15/02/2002,01/01/9999
10705,Hironobu,Wynblatt,17/06/1963,M,Senior Staff,83673,15/07/2002,01/01/9999
10706,Gonzalo,Eldridge,11/10/1959,M,Technique Leader,56139,01/05/2000,08/04/2001
10707,Moty,Trystram,04/06/1957,M,Engineer,49504,21/12/2001,01/01/9999
10708,Aral,Erman,02/07/1959,M,Staff,43514,08/11/2001,01/01/9999
10709,Jiafu,Mateescu,06/01/1961,F,Engineer,40000,29/01/2002,01/01/9999
10710,Sorina,Kermarrec,25/12/1962,M,Senior Staff,78877,07/07/2002,01/01/9999
10711,Arvind,DuBourdieux,20/06/1963,F,Engineer,41824,18/06/2002,01/01/9999
10712,Uma,Koprowski,12/04/1952,F,Engineer,40000,16/08/2001,01/01/9999
10713,Jagoda,Naumovich,14/04/1959,M,Senior Staff,70575,22/04/2000,21/02/2001
10714,Aran,Sadowsky,28/09/1960,M,Engineer,48821,23/11/2001,01/01/9999
10715,Goa,Poehlman,21/11/1959,M,Engineer,42323,27/10/2001,01/01/9999
10716,Aiman,Constantine,08/10/1963,M,Engineer,44101,08/08/2001,01/01/9999
10717,Serap,Tasistro,27/01/1956,M,Senior Staff,57525,10/09/2001,01/01/9999
10718,Adib,Rullman,19/12/1955,M,Engineer,75473,18/07/2002,01/01/9999
10719,Guenter,Karunanithi,26/09/1959,F,Assistant Engineer,40000,04/09/1998,31/07/1999
10720,Odinaldo,Kruskal,17/06/1956,M,Senior Staff,45832,25/06/2002,01/01/9999
10721,Bernd,Redmiles,12/07/1964,F,Staff,40000,14/07/2002,01/01/9999
10722,Dung,Gornas,03/10/1960,M,Senior Staff,70199,15/01/2000,14/04/2000
10723,Eckart,Harnett,14/01/1964,F,Technique Leader,40000,13/07/2002,01/01/9999
10724,Aluzio,Narlikar,06/10/1957,M,Engineer,42347,05/12/2001,01/01/9999
10725,Garnet,Isard,22/10/1958,M,Senior Staff,79207,05/09/2001,01/01/9999
10726,Zita,Minakawa,11/01/1954,F,Engineer,46315,22/02/2002,01/01/9999
10727,Saeed,Kitai,16/06/1959,F,Senior Staff,58253,06/01/2000,06/06/2000
10728,Ugo,Maliniak,17/11/1958,F,Engineer,40000,06/12/2001,01/01/9999
10729,Percy,Lorho,24/05/1961,F,Senior Engineer,40000,16/04/2002,01/01/9999
10730,Mohit,Janetzko,22/07/1962,M,Senior Engineer,62107,14/05/1998,07/06/1998
10731,Fumitaka,Peak,17/11/1952,M,Senior Staff,77892,17/02/2000,09/10/2000
10732,Morris,Andreotta,22/04/1962,F,Senior Engineer,40000,19/12/2001,01/01/9999
10733,Sangeeta,Rodham,06/04/1962,F,Senior Staff,48013,18/02/2002,01/01/9999
10734,Sachar,Erdi,06/07/1954,M,Engineer,47377,17/12/2001,01/01/9999
10735,Morrie,Gewali,12/09/1964,M,Senior Staff,40000,25/10/2001,01/01/9999
10736,Gurbir,Hellwagner,09/07/1962,F,Senior Engineer,40000,23/09/2001,01/01/9999
10737,Vincent,Schwartzbauer,10/10/1960,M,Engineer,73505,21/06/2002,01/01/9999
10738,Rosita,Oppitz,08/10/1963,M,Technique Leader,53510,27/04/2002,01/01/9999
10739,Gor,Iacovou,11/02/1961,F,Assistant Engineer,40000,26/03/2002,01/01/9999
10740,Suzette,Sadowski,19/04/1956,M,Engineer,62138,29/04/2001,17/03/2002
10741,Sven,Huttel,02/01/1954,F,Senior Staff,50265,03/01/2002,01/01/9999
10742,Shim,Wiegley,13/03/1955,M,Technique Leader,67405,02/04/2002,01/01/9999
10743,Kiyomitsu,Peltason,26/12/1963,M,Staff,77435,04/11/2001,01/01/9999
10744,Yaghout,Syang,17/02/1957,M,Staff,89495,28/12/1991,03/06/1992
10745,Poorav,Ranze,23/10/1953,F,Engineer,40000,19/01/2002,01/01/9999
10746,Kolar,Usery,29/12/1958,F,Technique Leader,40000,28/08/2001,01/01/9999
10747,Falguni,Khalid,02/02/1955,M,Senior Engineer,51538,06/10/1998,20/09/1999
10748,Yuchang,Francisci,12/04/1964,F,Senior Staff,54532,11/08/2001,01/01/9999
10749,King,Brendel,21/08/1955,M,Engineer,60829,22/09/2001,01/01/9999
10750,Roddy,Demeyer,14/06/1953,F,Technique Leader,40000,05/11/2001,01/01/9999
10751,Jordanka,Ushiama,02/12/1952,M,Engineer,50052,14/12/1999,05/12/2000
10752,Byong,Conde,18/07/1964,M,Senior Engineer,40000,26/05/2002,01/01/9999
10753,Pradeep,Harbusch,30/09/1958,F,Engineer,59507,14/05/1999,25/08/1999
10754,Chenyi,Feinberg,08/09/1956,M,Senior Staff,61081,07/01/2002,01/01/9999
10755,Odysseas,Ressouche,10/06/1962,M,Assistant Engineer,40000,30/03/2001,13/11/2001
10756,Paddy,Brizzi,24/06/1958,M,Senior Engineer,40000,06/10/2001,01/01/9999
10757,Florina,Simkin,11/01/1961,M,Engineer,49134,05/01/1991,18/10/1991
10758,Fumiyo,Boyle,26/11/1962,F,Engineer,54186,30/06/2002,01/01/9999
10759,JiYoung,Chenney,12/04/1956,M,Technique Leader,40000,01/12/2001,01/01/9999
10760,Phillip,Dratva,27/05/1963,M,Senior Staff,40000,21/08/2001,01/01/9999
10761,Sumali,Liedekerke,10/04/1959,M,Staff,49974,29/05/1998,04/01/1999
10762,Lech,Himler,19/01/1965,M,Senior Staff,52172,18/01/2002,01/01/9999
10763,Giap,Bolsens,15/04/1962,M,Engineer,70160,19/02/2002,01/01/9999
10764,Yunming,Beetstra,12/01/1953,F,Engineer,70720,24/11/2001,01/01/9999
10765,Goetz,Norsworthy,24/02/1961,M,Staff,54339,07/05/1994,11/05/1994
10766,Nathalie,Standera,10/06/1964,M,Staff,40000,17/09/2001,01/01/9999
10767,Monique,Doering,28/02/1954,F,Staff,40651,14/07/2002,01/01/9999
10768,Ishfaq,Candan,24/06/1955,M,Engineer,65717,30/06/2002,01/01/9999
10769,Vishv,Bouloucos,02/11/1962,M,Technique Leader,70229,27/08/2001,01/01/9999
10770,Bedir,Perry,18/06/1956,F,Senior Staff,63401,24/12/1988,27/02/1989
10771,Guiseppe,Kleiser,10/05/1960,F,Senior Staff,42658,31/03/2002,01/01/9999
10772,Munehiro,Dayana,21/01/1956,M,Senior Engineer,40000,19/02/2002,01/01/9999
10773,Avishai,Bahr,11/07/1960,F,Staff,40000,09/02/1997,29/11/1997
10774,Jacqueline,Masand,03/10/1958,M,Engineer,47119,23/01/2002,01/01/9999
10775,Xiaoheng,Sluis,12/03/1956,M,Engineer,43898,28/12/2001,01/01/9999
10776,Mahmut,Skafidas,27/01/1958,F,Technique Leader,58145,12/03/2002,01/01/9999
10777,Mizuhito,Kemmerer,11/08/1955,F,Engineer,40000,14/03/2001,27/03/2001
10778,Selwyn,Merey,13/03/1953,M,Senior Staff,64996,30/06/2002,01/01/9999
10779,Mori,Yavatkar,09/07/1961,F,Senior Staff,47332,07/01/2002,01/01/9999
10780,Goncalo,Staudhammer,12/09/1955,M,Engineer,43654,31/07/1996,18/08/1996
10781,Patricio,Leuchs,19/09/1958,M,Senior Staff,40000,01/02/2002,01/01/9999
10782,Kish,Perna,18/09/1952,F,Staff,40000,05/07/2001,30/03/2002
10783,Moty,Kenevan,13/11/1963,M,Senior Staff,40000,13/05/2002,01/01/9999
10784,Weijing,Bottner,27/01/1957,F,Assistant Engineer,43003,13/10/2001,01/01/9999
10785,Keiichiro,Marzano,09/02/1963,M,Engineer,46165,09/11/2001,01/01/9999
10786,Patricia,dAstous,19/05/1964,M,Senior Engineer,40000,05/06/2002,01/01/9999
10787,Shiv,Neimat,10/07/1958,F,Senior Staff,51707,16/07/2002,27/07/2002
10788,Frazer,Ullian,28/06/1963,M,Staff,54887,28/05/2002,01/01/9999
10789,Aruna,Journel,19/05/1964,F,Staff,40000,25/01/2002,01/01/9999
10790,Yurij,Schonegge,01/04/1962,M,Engineer,62801,01/03/2002,01/01/9999
10791,Tadahiko,Sgarro,27/05/1954,M,Engineer,40000,27/07/2002,01/01/9999
10792,Chinya,Birdsall,04/09/1962,M,Engineer,63324,08/08/1993,20/12/1993
10793,Oksana,Roisin,27/08/1960,F,Senior Engineer,40000,15/09/2001,01/01/9999
10794,Teunis,Berztiss,26/06/1962,M,Senior Staff,43485,22/05/2002,01/01/9999
10795,Supot,Naudin,14/12/1954,M,Senior Staff,84206,01/05/2002,01/01/9999
10796,Khoa,Rousseau,30/06/1959,M,Technique Leader,41785,05/11/2001,01/01/9999
10797,Goetz,Hiyoshi,04/10/1956,F,Assistant Engineer,41005,18/08/2001,01/01/9999
10798,Elliott,Bednarek,18/07/1961,M,Engineer,48210,20/09/2001,01/01/9999
10799,Gad,Griswold,21/11/1957,F,Engineer,50539,26/02/2002,01/01/9999
10800,Yuchang,Matzke,15/12/1961,M,Engineer,40000,18/05/2002,01/01/9999
10801,Uinam,Zschoche,05/03/1953,M,Engineer,67302,06/04/2000,15/01/2001
10802,Masato,Setlzner,27/10/1960,M,Engineer,40000,20/08/2001,01/01/9999
10803,Katsuyuki,Velasco,15/09/1952,F,Engineer,54260,17/04/2001,02/04/2002
10804,Terresa,Benantar,20/02/1964,M,Staff,40000,08/06/2002,01/01/9999
10805,Kerhong,Bernick,12/09/1959,F,Senior Staff,48778,22/05/2002,01/01/9999
10806,Giap,Matzel,17/10/1958,M,Senior Staff,63146,23/04/2002,01/01/9999
10807,Munehiro,Zallocco,23/06/1964,F,Senior Staff,60203,18/10/2001,01/01/9999
10808,Chenxi,Leijenhorst,11/09/1955,M,Senior Engineer,40000,03/03/2002,01/01/9999
10809,Shim,Feldhoffer,06/01/1962,F,Engineer,40485,21/02/2002,01/01/9999
10810,Lijie,Lunn,23/10/1957,F,Senior Staff,56062,05/09/2001,01/01/9999
10811,Ashish,Fortenbacher,29/06/1954,M,Engineer,40000,07/07/2002,01/01/9999
10812,Berthier,Menhoudj,14/09/1957,F,Engineer,49418,20/09/1997,06/10/1997
10813,Shalesh,Shumilov,04/07/1954,M,Senior Staff,53246,24/04/2002,01/01/9999
10814,Nidapan,Dymetman,17/09/1952,F,Senior Staff,59378,15/07/2002,01/01/9999
10815,Renny,Pramanik,12/11/1960,M,Senior Staff,40000,17/04/2002,01/01/9999
10816,Morris,Caine,24/02/1958,F,Senior Staff,50240,19/05/2002,01/01/9999
10817,Uri,Rullman,02/10/1958,F,Senior Staff,54602,23/12/2001,01/01/9999
10818,Huan,Monarch,20/12/1958,M,Staff,40000,08/04/2002,01/01/9999
10819,Pascal,Sooriamurthi,19/02/1957,M,Engineer,54631,30/07/1999,28/12/1999
10820,Baocai,Pena,12/11/1956,F,Senior Staff,62182,24/06/2002,01/01/9999
10821,Irena,Schurmann,14/04/1959,M,Engineer,40000,06/10/1989,17/04/1990
10822,Masaru,Passino,02/08/1956,F,Engineer,40110,07/01/2002,01/01/9999
10823,Arfst,Mikschl,13/06/1956,M,Staff,40000,18/08/2001,01/01/9999
10824,Kirk,Kalsbeek,20/09/1958,M,Staff,48813,30/07/2002,01/01/9999
10825,Fan,Fairtlough,27/03/1958,M,Engineer,62199,02/12/2001,01/01/9999
10826,Arnd,Anandan,06/12/1952,M,Senior Engineer,59506,20/01/2002,01/01/9999
10827,Willard,Danley,25/09/1953,M,Staff,58322,06/11/2001,01/01/9999
10828,Godehard,Gammage,12/10/1962,M,Staff,56559,13/02/1990,30/03/1990
10829,Alper,Narahara,11/07/1955,F,Staff,40000,21/07/1993,29/11/1993
10830,Fen,Fiebach,17/08/1954,M,Senior Staff,47420,21/08/2001,01/01/9999
10831,Toong,Driscoll,11/10/1953,M,Technique Leader,82330,21/02/2002,01/01/9999
10832,Hidde,Bergere,29/08/1964,F,Senior Staff,69585,07/10/2001,01/01/9999
10833,Krisda,Gecseg,12/04/1953,F,Technique Leader,40000,22/12/2001,01/01/9999
10834,Huiqun,Rajcani,16/12/1954,M,Assistant Engineer,53869,21/11/2001,01/01/9999
10835,Tomoyuki,Kermarrec,23/11/1952,M,Engineer,40000,20/08/2001,01/01/9999
10836,Jianhua,Leivant,15/07/1953,F,Senior Staff,65502,06/08/2001,01/01/9999
10837,Chuanti,Karlin,06/02/1957,M,Senior Staff,80879,10/01/2002,22/02/2002
10838,Deniz,Ramras,19/10/1957,M,Engineer,54762,24/04/2002,01/01/9999
10839,Gurbir,Katiyar,02/04/1964,M,Assistant Engineer,47625,29/12/2001,01/01/9999
10840,Mohammad,Koshino,26/04/1961,M,Engineer,40000,02/06/2002,01/01/9999
10841,Pranav,Lieberherr,14/10/1961,M,Senior Staff,40000,19/01/2002,01/01/9999
10842,Berni,Sanella,29/08/1961,F,Engineer,50760,11/07/1997,27/06/1998
10843,Honesty,Smeets,05/09/1961,M,Engineer,40000,23/04/2002,01/01/9999
10844,Dipayan,Koprowski,03/02/1954,M,Engineer,40000,24/04/2002,01/01/9999
10845,Hidde,Tasistro,24/12/1960,F,Engineer,71307,24/01/2002,01/01/9999
10846,Tokuyasu,Serre,27/06/1952,M,Senior Engineer,40000,15/01/2002,01/01/9999
10847,Theirry,Danley,04/03/1952,M,Senior Staff,40000,21/07/2002,01/01/9999
10848,Fen,Bratsberg,16/07/1954,F,Engineer,50475,16/04/2002,01/01/9999
10849,Makato,Mayerwieser,05/03/1953,M,Assistant Engineer,66065,23/06/2002,01/01/9999
10850,Florina,Schapire,01/01/1963,F,Staff,64525,21/04/1995,11/05/1995
10851,Piyawadee,Copas,15/11/1959,M,Senior Staff,46644,19/11/2001,01/01/9999
10852,Hercules,Munck,24/11/1959,F,Technique Leader,68153,20/08/2001,01/01/9999
10853,Yoshinari,Kalloufi,22/03/1964,F,Technique Leader,53029,01/05/2002,01/01/9999
10854,Jagoda,Nannarelli,11/08/1954,M,Engineer,40000,12/07/2002,01/01/9999
10855,Kwangho,Reinhart,07/08/1957,M,Senior Staff,40000,27/03/2002,01/01/9999
10856,Sreenivas,Peck,13/03/1964,F,Staff,42965,30/12/1989,18/06/1990
10857,Fusako,Stenning,11/06/1957,F,Senior Staff,61549,31/03/2002,01/01/9999
